Strike_Type,Camera_Angle,Video_Name,Frame_ID,R_Elbow_Angle,L_Elbow_Angle,R_Shoulder_Angle,L_Shoulder_Angle,R_Wrist_Angle,L_Wrist_Angle,R_Hip_Angle,L_Hip_Angle,R_Knee_Angle,L_Knee_Angle,Torso_Lean,Head_Dir_X,Head_Dir_Y,Dist_Wrists,Dist_R_Wrist_Shoulder,Dist_L_Wrist_Shoulder
strike_12,front,Strike_12.0,60.jpg,60.95,49.46,11.86,24.79,,,170.72,173.16,178.85,173.63,180.0,3.18,6.35,19.05,40.66,56.8
strike_12,front,Strike_12.0,61.jpg,60.95,47.64,11.86,24.79,,,170.72,173.16,178.85,173.63,180.0,3.17,6.33,25.34,40.56,51.07
strike_12,front,Strike_12.0,62.jpg,68.2,41.59,17.08,28.05,,,168.44,173.31,179.73,173.63,-178.98,3.12,6.23,25.7,44.07,50.25
strike_12,front,Strike_12.0,63.jpg,99.46,46.05,5.38,28.05,,,170.47,170.47,179.1,176.47,180.0,3.19,3.19,32.53,40.35,54.88
strike_12,front,Strike_12.0,64.jpg,101.31,44.24,7.07,28.2,,,170.32,170.32,179.1,176.47,180.0,9.66,6.44,38.64,34.68,50.3
strike_12,front,Strike_12.0,65.jpg,146.31,41.63,7.07,30.96,,,170.32,170.16,179.1,176.47,180.0,0.0,6.46,39.3,40.86,46.59
strike_12,front,Strike_12.0,66.jpg,130.24,46.74,17.4,30.96,,,170.16,170.16,179.1,176.47,180.0,6.48,9.72,20.49,50.6,50.6
strike_12,front,Strike_12.0,67.jpg,130.24,46.74,17.4,30.96,,,170.16,170.16,179.1,176.47,180.0,6.48,9.72,20.49,50.6,50.6
strike_12,front,Strike_12.0,68.jpg,130.24,39.47,17.56,30.96,,,172.9,170.16,173.89,175.98,180.0,3.26,9.78,26.88,50.91,41.74
strike_12,front,Strike_12.0,69.jpg,122.47,39.47,9.64,30.96,,,172.87,170.16,173.26,176.47,180.0,3.23,6.45,32.91,41.33,41.33
strike_12,front,Strike_12.0,70.jpg,122.47,39.47,9.64,30.96,,,172.87,170.16,173.26,176.47,180.0,3.23,6.46,32.93,41.36,41.36
strike_12,front,Strike_12.0,71.jpg,127.87,46.74,7.07,28.77,,,170.32,175.19,179.1,173.14,-178.92,3.23,3.23,32.28,43.31,50.42
strike_12,front,Strike_12.0,72.jpg,111.8,45.0,15.46,28.69,,,168.22,175.15,175.98,173.75,-177.88,6.4,6.4,25.59,45.25,45.25
strike_12,front,Strike_12.0,73.jpg,108.44,45.0,12.32,28.69,,,168.44,175.15,175.98,173.75,-177.92,0.0,6.39,25.54,49.87,45.15
strike_12,front,Strike_12.0,74.jpg,108.43,45.0,12.32,28.69,,,168.44,175.15,175.98,173.75,-177.92,0.0,6.39,25.54,49.87,45.15
strike_12,front,Strike_12.0,75.jpg,99.46,44.25,3.12,31.1,,,168.22,175.35,176.47,173.14,-177.92,3.17,3.17,32.35,45.75,49.55
strike_12,front,Strike_12.0,76.jpg,108.43,44.25,12.09,31.1,,,168.22,175.35,176.47,173.14,-177.92,3.17,3.17,32.34,45.73,49.53
strike_12,front,Strike_12.0,77.jpg,108.43,43.45,12.09,28.77,,,168.22,175.07,176.47,173.75,-177.84,9.67,9.67,14.42,50.35,51.98
strike_12,front,Strike_12.0,78.jpg,127.87,46.74,4.97,28.69,,,168.22,175.15,175.98,173.75,-177.88,3.2,6.39,32.6,42.89,49.94
strike_12,front,Strike_12.0,79.jpg,99.46,46.74,3.12,28.69,,,168.22,175.15,175.98,173.75,-177.88,3.2,6.4,26.4,46.18,50.01
strike_12,front,Strike_12.0,80.jpg,130.24,42.08,15.46,26.08,,,168.47,175.39,176.22,173.03,-177.88,3.14,6.27,31.98,48.99,44.35
strike_12,front,Strike_12.0,81.jpg,87.51,49.34,7.82,26.08,,,163.74,175.28,178.21,173.63,-176.88,-3.17,6.35,25.38,49.56,53.85
strike_12,front,Strike_12.0,82.jpg,99.46,44.24,3.12,26.08,,,168.22,172.68,176.47,178.85,-177.88,3.17,0.0,26.16,45.75,49.55
strike_12,front,Strike_12.0,83.jpg,79.38,49.34,7.52,26.01,,,166.13,172.76,176.47,178.85,-176.88,3.16,6.33,32.28,45.64,53.71
strike_12,front,Strike_12.0,84.jpg,99.46,44.24,3.12,26.08,,,168.22,172.68,176.47,178.85,-177.88,3.17,6.35,32.36,42.58,49.57
strike_12,front,Strike_12.0,85.jpg,79.7,46.4,0.3,23.85,,,166.13,172.76,176.47,178.85,-176.88,3.17,6.34,32.33,45.72,53.8
strike_12,front,Strike_12.0,86.jpg,99.46,46.05,3.12,26.08,,,168.22,175.15,175.98,173.75,-177.88,3.2,6.4,26.4,42.96,55.09
strike_12,front,Strike_12.0,87.jpg,108.44,47.64,12.09,22.76,,,168.22,175.07,175.98,176.72,-177.84,3.22,3.22,26.56,43.22,51.94
strike_12,front,Strike_12.0,88.jpg,108.43,47.64,12.09,22.76,,,165.53,175.07,178.21,176.72,-177.84,3.22,3.22,26.57,43.23,51.96
strike_12,front,Strike_12.0,89.jpg,108.43,43.45,12.09,28.77,,,168.22,175.07,175.98,176.72,-177.84,3.22,3.22,26.58,43.24,51.97
strike_12,front,Strike_12.0,90.jpg,108.44,43.45,12.32,28.77,,,168.17,175.19,176.25,173.14,-177.88,9.67,9.67,26.59,43.25,51.98
strike_12,front,Strike_12.0,91.jpg,108.43,43.45,12.09,28.77,,,168.22,175.07,175.98,173.75,-177.84,9.67,9.67,26.58,43.24,51.97
strike_12,front,Strike_12.0,92.jpg,101.31,44.24,4.73,26.17,,,167.98,175.07,175.98,173.75,-177.8,3.23,6.47,25.86,41.4,50.5
strike_12,front,Strike_12.0,93.jpg,101.31,47.6,4.73,20.64,,,167.98,175.19,175.98,173.14,-177.8,3.24,6.47,25.9,41.46,50.57
strike_12,front,Strike_12.0,94.jpg,111.8,47.6,15.22,20.64,,,167.98,175.19,175.98,173.14,-177.8,3.24,6.47,25.89,41.44,50.55
strike_12,front,Strike_12.0,95.jpg,125.84,47.64,15.46,22.76,,,167.95,175.07,176.25,176.02,-177.84,3.25,6.5,9.19,55.12,52.37
strike_12,front,Strike_12.0,96.jpg,130.24,41.63,15.46,28.77,,,167.95,175.07,176.74,176.02,-177.84,3.25,6.51,20.57,50.81,46.91
strike_12,front,Strike_12.0,97.jpg,130.24,41.63,15.46,28.77,,,167.95,175.07,176.74,176.02,-177.84,3.25,6.5,20.57,50.8,46.9
strike_12,front,Strike_12.0,98.jpg,119.74,44.24,4.73,26.17,,,167.98,175.19,175.98,173.14,-177.8,3.24,6.47,26.7,46.69,50.57
strike_12,front,Strike_12.0,99.jpg,111.8,46.05,15.22,26.17,,,167.98,175.19,175.98,173.14,-177.8,3.23,6.46,25.85,37.68,55.59
strike_12,front,Strike_12.0,100.jpg,156.8,44.24,15.46,26.08,,,168.22,175.15,176.47,173.75,-177.88,3.2,6.4,32.63,42.92,49.98
strike_12,front,Strike_12.0,101.jpg,108.43,44.24,12.09,26.08,,,168.22,175.15,176.47,173.75,-177.88,3.2,6.4,26.39,46.15,49.98
strike_12,front,Strike_12.0,102.jpg,156.8,44.24,15.46,26.08,,,168.22,175.15,176.47,173.75,-177.88,3.2,6.4,32.61,42.91,49.96
strike_12,front,Strike_12.0,103.jpg,108.43,44.24,12.09,26.08,,,168.22,175.15,176.47,173.75,-177.88,3.2,6.4,26.39,46.16,49.99
strike_12,front,Strike_12.0,104.jpg,71.57,46.4,1.79,23.92,,,168.22,172.91,175.98,178.63,-177.88,6.34,6.34,32.33,42.53,53.8
strike_12,front,Strike_12.0,105.jpg,87.51,46.4,9.83,23.92,,,168.44,172.91,175.98,178.63,-177.92,3.16,6.33,18.98,49.41,53.68
strike_12,front,Strike_12.0,106.jpg,108.43,46.4,12.32,23.92,,,168.44,172.91,175.98,178.63,-177.92,3.16,6.33,18.98,49.4,53.67
strike_12,front,Strike_12.0,107.jpg,79.38,46.4,9.61,23.92,,,168.47,172.68,175.73,179.19,-177.88,9.55,6.36,25.45,45.89,54.0
strike_12,front,Strike_12.0,108.jpg,63.44,46.4,0.78,23.92,,,168.47,172.68,175.73,179.19,-177.88,9.55,6.36,25.46,45.9,54.0
strike_12,front,Strike_12.0,109.jpg,71.57,46.4,2.01,23.92,,,168.44,172.68,175.98,179.19,-177.92,9.56,6.37,31.86,42.74,54.07
strike_12,front,Strike_12.0,110.jpg,79.7,41.63,2.01,23.92,,,165.75,175.28,178.21,173.63,-177.92,3.18,6.35,26.19,45.8,49.6
strike_12,front,Strike_12.0,111.jpg,87.51,41.63,9.83,23.92,,,165.75,175.28,178.21,173.63,-177.92,3.17,6.35,20.08,49.58,49.58
strike_12,front,Strike_12.0,112.jpg,87.51,43.75,9.83,23.92,,,165.75,175.28,178.21,173.63,-177.92,3.18,6.35,14.2,49.61,54.64
strike_12,front,Strike_12.0,113.jpg,108.43,46.05,10.01,26.17,,,166.13,175.19,175.98,173.63,-176.76,3.2,6.39,26.35,46.09,54.98
strike_12,front,Strike_12.0,114.jpg,99.46,46.05,3.12,26.17,,,168.22,175.19,175.98,173.63,-177.84,3.19,6.38,20.18,46.01,54.89
strike_12,front,Strike_12.0,115.jpg,99.46,46.05,3.12,26.17,,,168.22,175.19,175.98,173.63,-177.84,3.19,6.38,20.17,46.0,54.88
strike_12,front,Strike_12.0,116.jpg,112.62,43.45,4.97,28.77,,,168.22,175.07,175.98,173.75,-177.84,3.21,6.42,9.08,54.51,51.79
strike_12,front,Strike_12.0,117.jpg,125.84,46.05,15.46,26.08,,,168.22,172.68,175.98,178.85,-177.88,3.21,6.41,9.07,54.43,55.18
strike_12,front,Strike_12.0,118.jpg,115.35,41.63,4.97,28.86,,,167.95,174.98,176.25,173.75,-177.8,3.24,6.47,20.47,50.55,46.68
strike_12,front,Strike_12.0,119.jpg,119.74,44.24,10.3,26.08,,,166.16,175.15,176.25,173.26,-176.88,3.22,6.44,14.4,63.77,50.31
strike_12,front,Strike_12.0,120.jpg,113.5,47.6,3.12,26.17,,,167.95,172.36,176.25,179.1,-177.84,3.25,6.49,25.97,55.86,50.72
strike_12,front,Strike_12.0,121.jpg,104.04,47.6,6.34,26.17,,,167.95,172.36,176.25,179.1,-177.84,0.0,3.25,32.53,52.45,50.81
strike_12,front,Strike_12.0,122.jpg,90.0,47.6,8.75,28.54,,,165.54,169.99,176.25,179.1,-177.75,0.0,6.54,52.31,49.8,51.07
strike_12,front,Strike_12.0,123.jpg,90.0,47.6,8.75,28.54,,,165.54,169.99,176.25,179.1,-177.75,0.0,9.8,52.25,49.74,51.01
strike_12,front,Strike_12.1,0.jpg,101.95,20.23,64.64,24.78,,,168.85,177.14,176.35,173.56,-177.18,0.0,10.01,91.37,117.21,58.61
strike_12,front,Strike_12.1,1.jpg,102.65,31.53,65.15,24.78,,,173.32,177.14,171.98,173.56,-178.12,5.04,10.07,87.94,111.47,57.41
strike_12,front,Strike_12.1,2.jpg,104.99,26.57,65.15,26.57,,,173.46,177.14,171.42,173.56,-178.12,5.06,10.12,83.45,110.51,57.69
strike_12,front,Strike_12.1,3.jpg,106.67,26.57,63.57,26.57,,,170.75,177.14,176.35,173.56,-178.12,5.07,10.14,83.59,110.7,57.79
strike_12,front,Strike_12.1,4.jpg,106.67,21.8,63.43,25.05,,,170.61,178.15,176.69,180.0,-179.05,5.08,10.17,83.84,111.02,57.96
strike_12,front,Strike_12.1,5.jpg,115.39,36.87,61.67,28.41,,,168.85,175.43,176.69,177.27,-178.12,2.5,10.0,76.13,111.76,55.2
strike_12,front,Strike_12.1,6.jpg,116.27,36.87,61.74,28.41,,,170.99,175.43,176.1,177.27,-179.06,2.5,10.0,78.24,111.76,55.21
strike_12,front,Strike_12.1,7.jpg,114.52,36.87,57.7,30.14,,,173.71,167.89,174.18,164.34,180.0,2.46,9.83,74.86,113.99,54.28
strike_12,front,Strike_12.1,8.jpg,115.36,40.24,59.54,30.26,,,178.15,168.18,168.69,161.25,179.08,2.46,9.84,70.47,108.73,54.14
strike_12,front,Strike_12.1,9.jpg,115.36,40.24,57.7,30.26,,,173.82,168.18,171.6,165.16,180.0,2.46,9.82,70.31,108.49,54.02
strike_12,front,Strike_12.1,10.jpg,128.99,42.84,59.74,28.73,,,173.58,163.69,171.84,155.18,179.08,2.49,7.48,60.9,104.77,52.09
strike_12,front,Strike_12.1,11.jpg,129.56,43.42,56.09,32.37,,,175.49,159.01,171.29,149.25,177.14,0.0,7.55,57.36,100.74,49.55
strike_12,front,Strike_12.1,12.jpg,129.56,48.18,56.09,34.16,,,175.49,158.37,171.29,148.61,177.14,0.0,7.57,60.76,101.04,51.95
strike_12,front,Strike_12.1,13.jpg,141.55,50.68,64.89,32.4,,,175.08,154.27,172.13,139.04,176.12,0.0,7.77,57.88,93.18,53.3
strike_12,front,Strike_12.1,14.jpg,146.89,48.86,66.22,34.57,,,175.01,155.84,170.02,144.16,175.99,5.3,5.3,54.07,79.52,50.02
strike_12,front,Strike_12.1,15.jpg,146.89,48.86,66.22,34.57,,,175.01,155.84,169.52,144.16,175.99,5.3,2.65,54.09,79.56,50.03
strike_12,front,Strike_12.1,16.jpg,122.47,52.13,43.15,33.92,,,170.02,164.88,173.51,149.04,177.23,0.0,5.16,63.84,51.87,55.59
strike_12,front,Strike_12.1,17.jpg,21.8,54.85,46.85,29.74,,,170.02,165.11,173.51,147.22,177.27,0.0,5.11,73.74,32.34,55.07
strike_12,front,Strike_12.1,18.jpg,29.05,54.85,46.85,29.97,,,170.39,165.22,173.14,147.55,177.23,-2.55,10.2,73.52,31.01,54.91
strike_12,front,Strike_12.1,19.jpg,81.87,41.82,135.0,44.58,,,169.7,165.86,175.68,147.37,176.63,4.69,7.04,94.48,50.57,37.85
strike_12,front,Strike_12.1,20.jpg,93.12,41.82,144.46,44.39,,,167.74,168.91,178.77,150.22,176.63,4.55,4.55,104.02,71.98,36.71
strike_12,front,Strike_12.1,21.jpg,98.91,45.0,151.99,40.21,,,166.0,168.91,178.77,150.22,177.47,4.56,4.56,104.09,73.61,36.73
strike_12,front,Strike_12.1,22.jpg,96.97,31.26,152.63,42.06,,,167.01,168.72,178.32,148.67,177.51,0.0,6.92,109.3,83.12,20.62
strike_12,front,Strike_12.1,23.jpg,95.6,33.11,147.99,41.6,,,164.92,167.33,175.35,148.67,176.73,-2.27,6.82,109.89,84.88,19.28
strike_12,front,Strike_12.1,24.jpg,95.6,33.11,147.99,41.6,,,164.92,167.33,175.35,149.89,176.73,-2.27,6.81,109.85,84.85,19.27
strike_12,front,Strike_12.1,25.jpg,98.03,18.43,157.19,69.95,,,167.58,171.19,174.41,153.75,177.55,-0.0,9.11,101.16,86.45,9.11
strike_12,front,Strike_12.1,26.jpg,92.05,45.0,155.03,83.73,,,163.67,172.47,165.26,158.22,178.36,-2.29,4.59,111.03,85.69,16.54
strike_12,front,Strike_12.1,27.jpg,95.91,52.13,155.07,83.73,,,164.97,172.57,166.61,157.39,178.34,-2.28,4.57,110.6,89.76,19.38
strike_12,front,Strike_12.1,28.jpg,95.91,122.47,156.8,113.63,,,161.89,172.32,153.16,159.08,179.14,0.0,2.38,111.15,93.54,30.49
strike_12,front,Strike_12.1,29.jpg,95.91,126.87,155.17,112.13,,,166.38,173.82,149.68,157.29,179.1,0.0,7.3,113.99,95.58,27.52
strike_12,front,Strike_12.1,30.jpg,95.91,126.87,155.17,112.13,,,166.38,173.82,152.86,157.29,179.1,-2.43,4.85,113.66,95.31,27.44
strike_12,front,Strike_12.1,31.jpg,92.21,108.43,153.01,93.37,,,161.99,174.25,131.57,159.18,180.0,-2.36,4.73,113.83,91.77,23.63
strike_12,front,Strike_12.1,32.jpg,92.21,135.0,153.21,112.01,,,164.64,174.04,136.11,156.36,180.0,-0.0,4.84,116.61,94.01,24.21
strike_12,front,Strike_12.1,33.jpg,92.21,168.69,153.11,127.27,,,164.74,174.04,141.55,156.36,180.0,-4.78,4.78,118.37,92.82,30.61
strike_12,front,Strike_12.1,34.jpg,82.58,150.26,149.33,127.27,,,159.12,173.93,140.03,158.07,-179.1,-2.49,4.97,112.78,85.87,28.14
strike_12,front,Strike_12.1,35.jpg,83.62,123.69,150.05,91.74,,,161.72,178.26,149.66,160.56,-178.29,-4.92,7.37,115.2,81.08,28.67
strike_12,front,Strike_12.1,36.jpg,86.14,142.13,152.72,110.22,,,161.57,178.21,150.81,160.56,-178.24,-4.91,4.91,115.04,85.74,31.44
strike_12,front,Strike_12.1,37.jpg,80.54,123.69,149.17,91.68,,,158.42,175.83,149.57,153.88,-178.29,0.0,4.85,113.59,84.67,28.27
strike_12,front,Strike_12.1,38.jpg,79.32,146.31,146.07,91.79,,,158.25,175.61,160.6,155.02,-178.21,0.0,4.99,127.84,85.44,31.57
strike_12,front,Strike_12.1,39.jpg,79.95,153.43,148.47,91.79,,,157.35,175.61,164.48,153.77,-177.32,0.0,5.06,129.52,82.32,30.76
strike_12,front,Strike_12.1,40.jpg,77.47,144.46,140.04,102.83,,,163.07,171.66,172.87,152.65,-179.16,0.0,4.78,139.44,81.45,40.86
strike_12,front,Strike_12.1,41.jpg,83.66,135.0,140.19,95.19,,,163.5,169.84,175.82,152.65,180.0,2.41,4.81,146.95,86.64,36.66
strike_12,front,Strike_12.1,42.jpg,80.65,136.85,138.51,83.81,,,162.17,171.54,179.05,151.18,-178.36,0.0,9.6,157.18,81.57,43.45
strike_12,front,Strike_12.1,43.jpg,76.53,115.35,133.56,62.4,,,166.57,171.44,176.27,151.18,-179.17,2.43,4.86,161.65,73.01,39.15
strike_12,front,Strike_12.1,44.jpg,83.66,94.4,134.02,54.93,,,168.93,164.17,173.94,146.07,180.0,-0.0,2.55,182.27,82.08,50.14
strike_12,front,Strike_12.1,45.jpg,94.18,51.34,133.4,56.87,,,168.76,163.69,173.45,145.59,180.0,0.0,5.17,196.42,84.12,60.26
strike_12,front,Strike_12.1,46.jpg,92.49,24.78,122.75,57.05,,,170.87,162.98,175.14,146.89,179.06,5.25,5.25,195.42,81.55,56.82
strike_12,front,Strike_12.1,47.jpg,87.94,8.3,112.4,47.7,,,175.29,162.98,175.74,146.89,178.12,0.0,5.25,186.27,80.34,51.99
strike_12,front,Strike_12.1,48.jpg,95.86,29.93,113.65,42.4,,,175.29,165.5,175.74,152.59,178.15,2.6,10.4,166.45,83.35,47.93
strike_12,front,Strike_12.1,49.jpg,30.07,35.27,48.58,24.61,,,170.71,170.71,179.13,163.67,180.0,7.53,10.04,114.58,66.02,40.47
strike_12,front,Strike_12.1,50.jpg,11.31,58.67,6.91,9.96,,,167.65,172.08,178.8,169.14,-179.13,2.43,9.74,52.44,24.34,67.81
strike_12,front,Strike_12.1,51.jpg,26.57,56.94,5.36,9.96,,,172.04,172.08,178.03,173.46,180.0,4.93,9.87,31.6,14.8,64.15
strike_12,front,Strike_12.1,52.jpg,30.96,47.66,17.61,19.23,,,173.7,174.81,178.49,175.91,179.12,0.0,4.92,37.44,10.99,54.96
strike_12,front,Strike_12.1,53.jpg,123.69,43.26,28.33,23.63,,,172.04,172.08,178.03,173.19,180.0,2.46,9.83,26.47,24.58,50.62
strike_12,front,Strike_12.1,54.jpg,101.31,46.79,5.95,23.63,,,171.92,174.81,178.15,175.91,180.0,5.03,7.55,25.66,32.23,54.44
strike_12,front,Strike_12.1,55.jpg,71.57,48.95,5.53,21.9,,,171.75,179.39,178.15,177.14,-179.1,5.07,5.07,32.07,25.35,53.89
strike_12,front,Strike_12.1,56.jpg,63.44,46.33,5.53,20.57,,,171.75,179.39,178.15,177.14,-179.1,2.52,10.09,36.74,22.57,53.65
strike_12,front,Strike_12.1,57.jpg,26.56,51.52,5.53,19.23,,,171.61,177.67,178.46,177.14,180.0,0.0,9.98,41.16,22.32,53.06
strike_12,front,Strike_12.1,58.jpg,33.69,47.12,1.41,22.01,,,171.56,179.15,177.96,173.19,-179.08,0.0,10.21,37.18,25.54,50.56
strike_12,front,Strike_12.1,59.jpg,21.8,46.33,5.71,20.68,,,174.29,179.29,172.87,173.05,-179.08,2.56,10.24,37.29,22.9,54.44
strike_12,front,Strike_12.1,60.jpg,36.87,51.52,5.71,19.39,,,174.29,177.37,173.16,173.19,-180.0,2.53,10.12,38.54,21.47,53.79
strike_12,front,Strike_12.1,61.jpg,56.31,48.95,5.6,23.79,,,174.29,177.37,173.16,173.19,180.0,2.52,10.08,38.38,21.38,53.57
strike_12,front,Strike_12.1,62.jpg,67.62,51.52,5.6,19.39,,,174.29,177.37,173.16,173.19,-180.0,2.52,10.08,33.8,25.2,53.57
strike_12,front,Strike_12.1,63.jpg,67.62,48.95,5.6,23.79,,,174.29,177.37,173.16,173.19,180.0,5.02,10.05,33.7,25.12,53.4
strike_12,front,Strike_12.1,64.jpg,82.88,48.95,5.78,23.79,,,174.47,177.37,173.42,177.27,180.0,2.5,10.0,33.53,28.28,53.14
strike_12,front,Strike_12.1,65.jpg,85.6,44.76,8.33,26.2,,,174.29,179.15,173.16,177.27,-179.08,2.51,10.06,33.73,25.14,49.78
strike_12,front,Strike_12.1,66.jpg,82.87,48.95,5.78,26.09,,,174.47,179.39,173.42,173.05,-179.1,0.0,7.57,33.85,28.55,53.65
strike_12,front,Strike_12.1,67.jpg,90.0,48.95,20.85,23.79,,,174.29,177.51,173.42,173.32,180.0,-0.0,10.01,33.56,25.02,53.18
strike_12,front,Strike_12.1,68.jpg,81.03,51.52,3.93,19.39,,,174.47,177.37,173.42,177.27,180.0,2.49,9.98,31.56,31.95,53.04
strike_12,front,Strike_12.1,69.jpg,93.37,51.52,16.27,19.39,,,174.47,177.37,173.42,177.27,-180.0,-0.0,9.97,29.08,31.93,53.01
strike_12,front,Strike_12.1,70.jpg,81.03,51.52,3.93,19.39,,,174.47,179.92,173.42,170.47,180.0,-0.0,9.96,31.49,31.88,52.92
strike_12,front,Strike_12.1,71.jpg,93.37,51.52,16.09,19.39,,,174.29,179.92,173.42,170.47,-180.0,2.5,10.01,26.95,32.04,53.2
strike_12,front,Strike_12.1,72.jpg,93.37,48.39,16.09,18.35,,,174.29,179.92,173.42,170.47,180.0,2.5,10.02,26.97,32.07,53.24
strike_12,front,Strike_12.1,73.jpg,116.56,48.39,20.85,18.35,,,174.29,177.37,173.42,177.27,180.0,2.5,10.0,26.92,32.01,53.14
strike_12,front,Strike_12.1,74.jpg,78.11,51.52,16.09,19.39,,,174.29,177.37,173.42,177.27,180.0,-0.0,9.97,29.05,29.05,52.97
strike_12,front,Strike_12.1,75.jpg,81.03,51.52,3.93,19.39,,,174.47,177.37,173.42,177.27,180.0,0.0,9.95,31.45,31.84,52.86
strike_12,front,Strike_12.1,76.jpg,93.37,51.52,16.27,19.39,,,174.47,177.37,173.42,177.27,180.0,0.0,4.97,28.98,31.83,52.84
strike_12,front,Strike_12.1,77.jpg,93.37,51.52,16.27,19.39,,,174.47,179.92,173.42,170.47,180.0,0.0,4.98,29.02,31.87,52.9
strike_12,front,Strike_12.1,78.jpg,93.37,51.52,16.27,19.39,,,174.47,177.37,173.42,177.27,-180.0,0.0,7.46,28.98,31.83,52.84
strike_12,front,Strike_12.1,79.jpg,111.8,51.52,16.27,19.39,,,174.47,177.37,173.42,177.27,180.0,0.0,4.98,26.8,35.2,52.91
strike_12,front,Strike_12.1,80.jpg,111.8,51.52,16.27,19.39,,,174.47,177.37,173.42,177.27,180.0,0.0,7.45,26.76,35.13,52.81
strike_12,front,Strike_12.1,81.jpg,111.8,51.52,16.27,19.39,,,174.47,177.37,173.42,177.27,180.0,0.0,4.97,26.78,35.16,52.86
strike_12,front,Strike_12.1,82.jpg,60.95,51.52,10.42,19.39,,,174.47,177.37,173.42,177.27,180.0,-0.0,7.43,31.34,31.73,52.67
strike_12,front,Strike_12.1,83.jpg,74.74,53.34,12.72,19.39,,,174.29,177.37,173.42,177.27,180.0,0.0,7.45,22.21,31.8,56.63
strike_12,front,Strike_12.1,84.jpg,74.74,53.34,12.72,19.39,,,171.69,177.37,178.03,177.27,-180.0,-0.0,7.44,22.19,31.77,56.58
strike_12,front,Strike_12.1,85.jpg,81.03,50.53,3.93,23.63,,,171.87,177.67,178.2,173.32,180.0,0.0,7.39,26.52,31.53,56.14
strike_12,front,Strike_12.1,86.jpg,81.03,53.34,3.93,19.39,,,171.87,179.92,178.2,166.97,180.0,0.0,7.41,26.6,31.63,56.32
strike_12,front,Strike_12.1,87.jpg,64.44,50.53,2.6,23.79,,,171.87,177.37,178.2,173.46,180.0,0.0,7.39,26.53,31.54,56.16
strike_12,front,Strike_12.1,88.jpg,74.74,48.95,12.72,23.79,,,171.69,177.37,178.03,173.46,180.0,0.0,4.96,26.71,31.76,52.72
strike_12,front,Strike_12.1,89.jpg,85.43,48.95,3.93,23.79,,,171.87,177.37,178.2,173.46,-180.0,0.0,7.4,26.58,34.9,52.47
strike_12,front,Strike_12.1,90.jpg,81.87,50.53,12.91,23.79,,,171.87,177.37,178.2,173.46,180.0,0.0,4.95,26.64,31.67,56.4
strike_12,front,strike_12.10,0.jpg,120.96,43.14,52.0,33.46,,,166.71,156.35,170.66,175.13,-178.15,0.0,12.07,72.7,138.99,63.03
strike_12,front,strike_12.10,1.jpg,123.08,45.86,52.0,31.61,,,164.17,161.57,177.31,177.06,-177.27,0.0,12.04,63.98,132.97,66.48
strike_12,front,strike_12.10,2.jpg,141.55,50.86,52.5,25.05,,,169.06,159.72,176.96,173.81,-179.06,5.9,11.79,46.06,127.3,71.01
strike_12,front,strike_12.10,3.jpg,137.73,63.43,46.77,28.41,,,167.52,158.17,176.96,175.36,-178.18,0.0,14.5,41.82,132.24,69.83
strike_12,front,strike_12.10,4.jpg,149.04,43.18,55.46,28.49,,,174.13,155.68,177.89,174.29,-180.0,-2.88,11.54,46.51,131.55,65.77
strike_12,front,strike_12.10,5.jpg,143.6,49.73,54.42,30.37,,,176.42,149.18,180.0,172.97,179.1,-0.0,11.41,52.59,121.93,72.15
strike_12,front,strike_12.10,6.jpg,141.34,46.44,47.87,33.83,,,176.53,147.91,176.19,167.47,179.1,2.84,11.34,45.72,110.11,61.08
strike_12,front,strike_12.10,7.jpg,143.13,52.13,49.55,32.28,,,174.13,148.94,173.9,166.42,179.08,0.0,8.53,48.59,103.78,61.25
strike_12,front,strike_12.10,8.jpg,131.88,44.51,47.87,39.97,,,176.53,150.71,175.91,157.14,180.0,5.73,5.73,59.84,98.11,56.45
strike_12,front,strike_12.10,9.jpg,157.17,47.56,68.1,39.22,,,178.82,145.42,178.48,148.22,179.1,2.86,11.42,65.11,91.37,63.84
strike_12,front,strike_12.10,10.jpg,156.8,49.65,68.2,36.8,,,176.63,145.75,171.87,142.41,179.14,0.0,8.53,69.14,85.25,68.67
strike_12,front,strike_12.10,11.jpg,,55.34,,37.17,,,177.88,149.89,175.0,143.56,176.68,2.79,8.38,95.65,80.01,70.02
strike_12,front,strike_12.10,12.jpg,74.74,48.78,155.03,39.38,,,179.47,153.11,178.54,142.66,177.51,0.0,14.01,95.89,83.28,60.6
strike_12,front,strike_12.10,13.jpg,90.78,53.13,170.33,39.18,,,178.36,153.31,172.88,142.66,177.51,5.6,13.99,100.87,85.41,65.25
strike_12,front,strike_12.10,14.jpg,81.98,51.12,156.04,40.4,,,180.0,158.04,172.87,144.19,176.58,2.84,8.52,114.13,93.13,53.57
strike_12,front,strike_12.10,15.jpg,92.6,47.69,163.2,38.72,,,176.07,162.99,170.58,149.14,177.51,8.62,8.62,121.25,98.89,48.77
strike_12,front,strike_12.10,16.jpg,87.08,44.16,156.04,42.25,,,177.61,165.53,170.49,154.88,176.68,5.82,8.73,116.98,96.86,45.46
strike_12,front,strike_12.10,17.jpg,91.05,38.48,161.75,39.58,,,173.5,166.19,167.64,160.77,176.53,0.0,8.95,110.07,109.58,32.15
